District,Season,Crop,Area (Ha),Production (Tonnes),Yield (Tonnes/Ha),bdod,cec,cfvo,clay,nitrogen,ocd,ocs,phh2o,sand,silt,soc,wv0010,wv0033,wv1500,Latitude,Longitude,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,latitude,longitude
Krishnagiri,Summer,Cotton,2252,5983.89,2.66,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Sugarcane,2438,4279.53,1.76,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Turmeric,749,2507.63,3.35,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Onion,2000,5610.39,2.81,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Tomato,2684,9066.61,3.38,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Chili,1815,5464.11,3.01,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Banana,947,3156.3,3.33,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Coconut,1878,5973.84,3.18,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Black Gram,2081,4782.31,2.3,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Green Gram,2453,6334.9,2.58,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Bengal Gram,4625,14185.84,3.07,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Brinjal,2513,7579.8,3.02,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Okra,1877,3399.36,1.81,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Tapioca,4740,16402.41,3.46,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Krishnagiri,Summer,Horse Gram,1818,3840.36,2.11,139.0,231.66666666666666,219.83333333333334,363.0,82.83333333333333,150.33333333333334,42.0,64.66666666666667,446.6666666666667,190.5,88.0,348.8333333333333,329.5,158.33333333333334,12.74,77.83,15.665656250000001,22.01465625,10.67271875,-6.04465625,-0.2625937499999999,12.74,77.83
Dharmapuri,Kharif,Rice,2600,8644.3,3.32,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Maize,2249,5486.9,2.44,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Sorghum,4891,10825.93,2.21,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Finger Millet,742,1440.65,1.94,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Pearl Millet,608,1483.41,2.44,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Foxtail Millet,915,3154.58,3.45,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Groundnut,3523,6408.92,1.82,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Sunflower,1197,2306.88,1.93,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Sesame,1185,2181.49,1.84,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Cotton,1562,3448.72,2.21,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Sugarcane,3344,7923.84,2.37,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Turmeric,1337,3909.98,2.92,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Onion,505,681.24,1.35,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Tomato,4750,7590.24,1.6,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Chili,3283,4912.86,1.5,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Banana,4869,15989.64,3.28,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Coconut,2481,7598.14,3.06,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Black Gram,2905,5964.13,2.05,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Green Gram,687,941.52,1.37,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Bengal Gram,1610,4272.86,2.65,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Brinjal,584,1184.12,2.03,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Okra,1215,1484.3,1.22,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Tapioca,3307,8127.31,2.46,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Kharif,Horse Gram,2854,7493.92,2.63,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Rice,4246,5133.61,1.21,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Maize,4884,8014.44,1.64,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Sorghum,2398,7430.88,3.1,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Finger Millet,3922,8675.54,2.21,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Pearl Millet,2538,3573.79,1.41,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Foxtail Millet,2623,7319.84,2.79,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Groundnut,1396,2015.27,1.44,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Sunflower,4608,15123.71,3.28,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Sesame,4975,16141.9,3.24,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Cotton,2444,7918.08,3.24,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Sugarcane,4461,6585.68,1.48,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Turmeric,2093,4675.33,2.23,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Onion,3186,8506.11,2.67,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Tomato,1908,6467.24,3.39,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Chili,4280,14522.72,3.39,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Banana,889,1387.7,1.56,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Coconut,2340,6229.52,2.66,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Black Gram,4604,5580.96,1.21,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Green Gram,3596,6473.92,1.8,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Bengal Gram,2179,7569.07,3.47,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Brinjal,3570,4340.4,1.22,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Okra,4044,11483.96,2.84,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Tapioca,1151,3355.15,2.91,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Rabi,Horse Gram,1533,3715.99,2.42,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Rice,1707,2461.55,1.44,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Maize,3420,8077.72,2.36,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Sorghum,4976,6540.06,1.31,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Finger Millet,922,2078.48,2.25,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Pearl Millet,4258,13470.18,3.16,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Foxtail Millet,1559,4572.21,2.93,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Groundnut,3342,5688.42,1.7,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Sunflower,2798,7095.41,2.54,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Sesame,2806,9740.07,3.47,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Cotton,4213,5278.48,1.25,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Sugarcane,2875,8990.2,3.13,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Turmeric,1422,2654.09,1.87,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Onion,4344,5219.4,1.2,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Tomato,4650,7638.5,1.64,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Chili,1550,1994.62,1.29,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
Dharmapuri,Summer,Banana,4098,6403.15,1.56,143.33333333333334,287.0,138.5,373.1666666666667,94.5,141.83333333333334,35.0,68.66666666666667,366.6666666666667,260.1666666666667,106.16666666666667,367.1666666666667,304.0,188.16666666666666,12.06,78.16,16.702312499999998,23.0288125,11.69359375,-6.3231875,-0.0106562499999999,12.06,78.16
